CODE_A,TITLE_A,SUBCODE_A,SUBTITLE_A,CODE_B,TITLE_B,SUBCODE_B,SUBTITLE_B,ACTION
R513G_3,Banyaknya kejadian : g. Angin puyuh/Puting beliung,-,-,R513G_3,Banyaknya kejadian : g. Angin puyuh/Puting beliung,-,-,match
R513G_4,Tahun puncak kejadian : g. Angin puyuh/Puting beliung,-,-,R513G_4,Tahun puncak kejadian : g. Angin puyuh/Puting beliung,-,-,match
R513G_5,Korban jiwa : g. Angin puyuh/Puting beliung,-,-,R513G_5,Korban jiwa : g. Angin puyuh/Puting beliung,-,-,match
R513G_6,Kerugian materi (Jutaan Rp) : g. Angin puyuh/Puting beliung,-,-,R513G_6,Kerugian materi (Jutaan Rp) : g. Angin puyuh/Puting beliung,-,-,match
R513H_2,Jenis bencana : h. Gunung meletus,1,Ada,R513H_2,Jenis bencana : h. Gunung meletus,1,Ada,match
R513H_2,Jenis bencana : h. Gunung meletus,2,Tidak,R513H_2,Jenis bencana : h. Gunung meletus,2,Tidak,match
R513H_3,Banyaknya kejadian : h. Gunung meletus,-,-,R513H_3,Banyaknya kejadian : h. Gunung meletus,-,-,match
R513H_4,Tahun puncak kejadian : h. Gunung meletus,-,-,R513H_4,Tahun puncak kejadian : h. Gunung meletus,-,-,match
R513H_5,Korban jiwa : h. Gunung meletus,-,-,R513H_5,Korban jiwa : h. Gunung meletus,-,-,match
R513H_6,Kerugian materi (Jutaan Rp) : h. Gunung meletus,-,-,R513H_6,Kerugian materi (Jutaan Rp) : h. Gunung meletus,-,-,match
R513I_2,Jenis bencana : i. Kebakaran hutan,1,Ada,R513I_2,Jenis bencana : i. Kebakaran hutan,1,Ada,match
R513I_2,Jenis bencana : i. Kebakaran hutan,2,Tidak,R513I_2,Jenis bencana : i. Kebakaran hutan,2,Tidak,match
R513I_3,Banyaknya kejadian : i. Kebakaran hutan,-,-,R513I_3,Banyaknya kejadian : i. Kebakaran hutan,-,-,match
R513I_4,Tahun puncak kejadian : i. Kebakaran hutan,-,-,R513I_4,Tahun puncak kejadian : i. Kebakaran hutan,-,-,match
R513I_5,Korban jiwa : i. Kebakaran hutan,-,-,R513I_5,Korban jiwa : i. Kebakaran hutan,-,-,match
R513I_6,Kerugian materi (Jutaan Rp) : i. Kebakaran hutan,-,-,R513I_6,Kerugian materi (Jutaan Rp) : i. Kebakaran hutan,-,-,match
R51401_2,Asal bantuan : 01. Warga,1,Ada,R51401_2,Asal bantuan : 01. Warga,1,Ada,match
R51401_2,Asal bantuan : 01. Warga,2,Tidak,R51401_2,Asal bantuan : 01. Warga,2,Tidak,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",1,Tenda darurat,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",1,Tenda darurat,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",2,Perahu karet,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",2,Perahu karet,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",3,Makanan/minuman,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",3,Makanan/minuman,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",4,Sandang,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",4,Sandang,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",5,Dapur umum,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",5,Dapur umum,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",6,Pengobatan gratis,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",6,Pengobatan gratis,match
R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",7,Lainnya,R51401_3,"Jika Ada, Jenis bantuan utama : 01. Warga",7,Lainnya,match
R51402_2,Asal bantuan : 02. Pemerintah desa/kelurahan,1,Ada,R51402_2,Asal bantuan : 02. Pemerintah desa/kelurahan,1,Ada,match
R51402_2,Asal bantuan : 02. Pemerintah desa/kelurahan,2,Tidak,R51402_2,Asal bantuan : 02. Pemerintah desa/kelurahan,2,Tidak,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",1,Tenda darurat,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",1,Tenda darurat,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",2,Perahu karet,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",2,Perahu karet,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",3,Makanan/minuman,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",3,Makanan/minuman,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",4,Sandang,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",4,Sandang,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",5,Dapur umum,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",5,Dapur umum,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",6,Pengobatan gratis,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",6,Pengobatan gratis,match
R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",7,Lainnya,R51402_3,"Jika Ada, Jenis bantuan utama : 02. Pemerintah desa/kelurahan",7,Lainnya,match
R51403_2,Asal bantuan : 03. Pemerintah Kabupaten/kota,1,Ada,R51403_2,Asal bantuan : 03. Pemerintah Kabupaten/kota,1,Ada,match
R51403_2,Asal bantuan : 03. Pemerintah Kabupaten/kota,2,Tidak,R51403_2,Asal bantuan : 03. Pemerintah Kabupaten/kota,2,Tidak,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",1,Tenda darurat,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",1,Tenda darurat,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",2,Perahu karet,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",2,Perahu karet,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",3,Makanan/minuman,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",3,Makanan/minuman,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",4,Sandang,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",4,Sandang,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",5,Dapur umum,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",5,Dapur umum,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",6,Pengobatan gratis,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",6,Pengobatan gratis,match
R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",7,Lainnya,R51403_3,"Jika Ada, Jenis bantuan utama : 03. Pemerintah Kabupaten/kota",7,Lainnya,match
R51404_2,Asal bantuan : 04. Pemerintah provinsi,1,Ada,R51404_2,Asal bantuan : 04. Pemerintah provinsi,1,Ada,match
R51404_2,Asal bantuan : 04. Pemerintah provinsi,2,Tidak,R51404_2,Asal bantuan : 04. Pemerintah provinsi,2,Tidak,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",1,Tenda darurat,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",1,Tenda darurat,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",2,Perahu karet,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",2,Perahu karet,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",3,Makanan/minuman,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",3,Makanan/minuman,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",4,Sandang,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",4,Sandang,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",5,Dapur umum,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",5,Dapur umum,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",6,Pengobatan gratis,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",6,Pengobatan gratis,match
R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",7,Lainnya,R51404_3,"Jika Ada, Jenis bantuan utama : 04. Pemerintah provinsi",7,Lainnya,match
R51405_2,Asal bantuan : 05. Pemerintah pusat,1,Ada,R51405_2,Asal bantuan : 05. Pemerintah pusat,1,Ada,match
R51405_2,Asal bantuan : 05. Pemerintah pusat,2,Tidak,R51405_2,Asal bantuan : 05. Pemerintah pusat,2,Tidak,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",1,Tenda darurat,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",1,Tenda darurat,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",2,Perahu karet,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",2,Perahu karet,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",3,Makanan/minuman,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",3,Makanan/minuman,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",4,Sandang,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",4,Sandang,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",5,Dapur umum,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",5,Dapur umum,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",6,Pengobatan gratis,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",6,Pengobatan gratis,match
R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",7,Lainnya,R51405_3,"Jika Ada, Jenis bantuan utama : 05. Pemerintah pusat",7,Lainnya,match
R51406_2,Asal bantuan : 06. Partai politik,1,Ada,R51406_2,Asal bantuan : 06. Partai politik,1,Ada,match
R51406_2,Asal bantuan : 06. Partai politik,2,Tidak,R51406_2,Asal bantuan : 06. Partai politik,2,Tidak,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",1,Tenda darurat,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",1,Tenda darurat,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",2,Perahu karet,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",2,Perahu karet,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",3,Makanan/minuman,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",3,Makanan/minuman,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",4,Sandang,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",4,Sandang,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",5,Dapur umum,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",5,Dapur umum,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",6,Pengobatan gratis,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",6,Pengobatan gratis,match
R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",7,Lainnya,R51406_3,"Jika Ada, Jenis bantuan utama : 06. Partai politik",7,Lainnya,match
R51407_2,Asal bantuan : 07. LSM (dalam negeri),1,Ada,R51407_2,Asal bantuan : 07. LSM (dalam negeri),1,Ada,match
R51407_2,Asal bantuan : 07. LSM (dalam negeri),2,Tidak,R51407_2,Asal bantuan : 07. LSM (dalam negeri),2,Tidak,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",1,Tenda darurat,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",1,Tenda darurat,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",2,Perahu karet,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",2,Perahu karet,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",3,Makanan/minuman,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",3,Makanan/minuman,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",4,Sandang,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",4,Sandang,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",5,Dapur umum,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",5,Dapur umum,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",6,Pengobatan gratis,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",6,Pengobatan gratis,match
R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",7,Lainnya,R51407_3,"Jika Ada, Jenis bantuan utama : 07. LSM (dalam negeri)",7,Lainnya,match
R51408_2,Asal bantuan : 08. Media Massa,1,Ada,R51408_2,Asal bantuan : 08. Media Massa,1,Ada,match
R51408_2,Asal bantuan : 08. Media Massa,2,Tidak,R51408_2,Asal bantuan : 08. Media Massa,2,Tidak,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",1,Tenda darurat,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",1,Tenda darurat,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",2,Perahu karet,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",2,Perahu karet,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",3,Makanan/minuman,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",3,Makanan/minuman,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",4,Sandang,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",4,Sandang,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",5,Dapur umum,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",5,Dapur umum,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",6,Pengobatan gratis,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",6,Pengobatan gratis,match
R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",7,Lainnya,R51408_3,"Jika Ada, Jenis bantuan utama : 08. Media Massa",7,Lainnya,match
R51409_2,Asal bantuan : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,1,Ada,R51409_2,Asal bantuan : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,1,Ada,match
R51409_2,Asal bantuan : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,2,Tidak,R51409_2,Asal bantuan : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,2,Tidak,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",1,Tenda darurat,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",1,Tenda darurat,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",2,Perahu karet,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",2,Perahu karet,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",3,Makanan/minuman,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",3,Makanan/minuman,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",4,Sandang,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",4,Sandang,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",5,Dapur umum,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",5,Dapur umum,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",6,Pengobatan gratis,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",6,Pengobatan gratis,match
R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",7,Lainnya,R51409_3,"Jika Ada, Jenis bantuan utama : 09. Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan",7,Lainnya,match
R51410_2,Asal bantuan : 10. Luar negeri,1,Ada,R51410_2,Asal bantuan : 10. Luar negeri,1,Ada,match
R51410_2,Asal bantuan : 10. Luar negeri,2,Tidak,R51410_2,Asal bantuan : 10. Luar negeri,2,Tidak,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",1,Tenda darurat,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",1,Tenda darurat,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",2,Perahu karet,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",2,Perahu karet,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",3,Makanan/minuman,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",3,Makanan/minuman,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",4,Sandang,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",4,Sandang,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",5,Dapur umum,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",5,Dapur umum,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",6,Pengobatan gratis,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",6,Pengobatan gratis,match
R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",7,Lainnya,R51410_3,"Jika Ada, Jenis bantuan utama : 10. Luar negeri",7,Lainnya,match
R51411_2,Asal bantuan : 11. Lainnya,1,Ada,R51411_2,Asal bantuan : 11. Lainnya,1,Ada,match
R51411_2,Asal bantuan : 11. Lainnya,2,Tidak,R51411_2,Asal bantuan : 11. Lainnya,2,Tidak,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",1,Tenda darurat,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",1,Tenda darurat,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",2,Perahu karet,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",2,Perahu karet,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",3,Makanan/minuman,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",3,Makanan/minuman,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",4,Sandang,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",4,Sandang,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",5,Dapur umum,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",5,Dapur umum,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",6,Pengobatan gratis,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",6,Pengobatan gratis,match
R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",7,Lainnya,R51411_3,"Jika Ada, Jenis bantuan utama : 11. Lainnya",7,Lainnya,match
R514_4,Pemberi bantuan yang paling banyak berperan,1,Warga,R514_4,Pemberi bantuan yang paling banyak berperan,1,Warga,match
R514_4,Pemberi bantuan yang paling banyak berperan,2,Pemerintah desa/kelurahan,R514_4,Pemberi bantuan yang paling banyak berperan,2,Pemerintah desa/kelurahan,match
R514_4,Pemberi bantuan yang paling banyak berperan,3,Pemerintah Kab/kota,R514_4,Pemberi bantuan yang paling banyak berperan,3,Pemerintah Kab/kota,match
R514_4,Pemberi bantuan yang paling banyak berperan,4,Pemerintah provinsi,R514_4,Pemberi bantuan yang paling banyak berperan,4,Pemerintah provinsi,match
R514_4,Pemberi bantuan yang paling banyak berperan,5,Pemerintah pusat,R514_4,Pemberi bantuan yang paling banyak berperan,5,Pemerintah pusat,match
R514_4,Pemberi bantuan yang paling banyak berperan,6,Partai politik,R514_4,Pemberi bantuan yang paling banyak berperan,6,Partai politik,match
R514_4,Pemberi bantuan yang paling banyak berperan,7,LSM (dalam negeri),R514_4,Pemberi bantuan yang paling banyak berperan,7,LSM (dalam negeri),match
R514_4,Pemberi bantuan yang paling banyak berperan,8,Media massa,R514_4,Pemberi bantuan yang paling banyak berperan,8,Media massa,match
R514_4,Pemberi bantuan yang paling banyak berperan,9,Lembaga Kemasyarakatan/kelompok masyarakat/kelompok keagamaan,R514_4,Pemberi bantuan yang paling banyak berperan,9,Lembaga Kemasyarakatan/kelompok masyarakat/kelompok keagamaan,match
R514_4,Pemberi bantuan yang paling banyak berperan,10,Luar negeri,R514_4,Pemberi bantuan yang paling banyak berperan,10,Luar negeri,match
R514_4,Pemberi bantuan yang paling banyak berperan,11,Lainnya,R514_4,Pemberi bantuan yang paling banyak berperan,11,Lainnya,match
R515A1,Sistem peringatan dini (untuk desa yang berpotensi tsunami),1,Ada,R515A1,Sistem peringatan dini (untuk desa yang berpotensi tsunami),1,Ada,match
R515A1,Sistem peringatan dini (untuk desa yang berpotensi tsunami),2,Tidak,R515A1,Sistem peringatan dini (untuk desa yang berpotensi tsunami),2,Tidak,match
R515A2,"Perlengkapan keselamatan (perahu karet, tenda, masker, dsb)",3,Ada,R515A2,"Perlengkapan keselamatan (perahu karet, tenda, masker, dsb)",3,Ada,match
R515A2,"Perlengkapan keselamatan (perahu karet, tenda, masker, dsb)",4,Tidak,R515A2,"Perlengkapan keselamatan (perahu karet, tenda, masker, dsb)",4,Tidak,match
R515A3,Gotong royong warga,5,Ada,R515A3,Gotong royong warga,5,Ada,match
R515A3,Gotong royong warga,6,Tidak,R515A3,Gotong royong warga,6,Tidak,match
R515A4,Penyuluhan keselamatan (termasuk simulasi bencana),7,Ada,R515A4,Penyuluhan keselamatan (termasuk simulasi bencana),7,Ada,match
R515A4,Penyuluhan keselamatan (termasuk simulasi bencana),8,Tidak,R515A4,Penyuluhan keselamatan (termasuk simulasi bencana),8,Tidak,match
R515A5,Lainnya,1,Ada,R515A5,Lainnya,1,Ada,match
R515A5,Lainnya,2,Tidak,R515A5,Lainnya,2,Tidak,match
R515B1,Warga,1,Ada,R515B1,Warga,1,Ada,match
R515B1,Warga,2,Tidak,R515B1,Warga,2,Tidak,match
R515B2,Pemerintah Desa/Kelurahan,3,Ada,R515B2,Pemerintah Desa/Kelurahan,3,Ada,match
R515B2,Pemerintah Desa/Kelurahan,4,Tidak,R515B2,Pemerintah Desa/Kelurahan,4,Tidak,match
R515B3,Pemerintah Kabupaten/Kota,5,Ada,R515B3,Pemerintah Kabupaten/Kota,5,Ada,match
R515B3,Pemerintah Kabupaten/Kota,6,Tidak,R515B3,Pemerintah Kabupaten/Kota,6,Tidak,match
R515B4,Pemerintah Provinsi,7,Ada,R515B4,Pemerintah Provinsi,7,Ada,match
R515B4,Pemerintah Provinsi,8,Tidak,R515B4,Pemerintah Provinsi,8,Tidak,match
R515B5,Pemerintah Pusat,1,Ada,R515B5,Pemerintah Pusat,1,Ada,match
R515B5,Pemerintah Pusat,2,Tidak,R515B5,Pemerintah Pusat,2,Tidak,match
R515B6,Partai Politik,3,Ada,R515B6,Partai Politik,3,Ada,match
R515B6,Partai Politik,4,Tidak,R515B6,Partai Politik,4,Tidak,match
R515B7,LSM (dalam negeri),5,Ada,R515B7,LSM (dalam negeri),5,Ada,match
R515B7,LSM (dalam negeri),6,Tidak,R515B7,LSM (dalam negeri),6,Tidak,match
R515B8,Media Massa,7,Ada,R515B8,Media Massa,7,Ada,match
R515B8,Media Massa,8,Tidak,R515B8,Media Massa,8,Tidak,match
R515B9,Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,1,Ada,R515B9,Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,1,Ada,match
R515B9,Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,2,Tidak,R515B9,Lembaga Kemasyarakatan/Kelompok Masyarakat/Kelompok Keagamaan,2,Tidak,match
R515B10,Luar Negeri,3,Ada,R515B10,Luar Negeri,3,Ada,match
R515B10,Luar Negeri,4,Tidak,R515B10,Luar Negeri,4,Tidak,match
R515B11,Lainnya,5,Ada,R515B11,Lainnya,5,Ada,match
R515B11,Lainnya,6,Tidak,R515B11,Lainnya,6,Tidak,match
R601A_2,Jumlah Sekolah TK/sederajat Negeri,-,-,R601A_2,Jumlah Sekolah TK/sederajat Negeri,-,-,match
R601A_3,Jumlah Sekolah TK/sederajat Swasta,-,-,R601A_3,Jumlah Sekolah TK/sederajat Swasta,-,-,match
R601A_4,Jarak ke Sekolah terdekat,-,-,R601A_4,Jarak ke Sekolah terdekat,-,-,match
R601B_2,Jumlah Sekolah SD/sederajat Negeri,-,-,R601B_2,Jumlah Sekolah SD/sederajat Negeri,-,-,match
R601B_3,Jumlah Sekolah SD/sederajat Swasta,-,-,R601B_3,Jumlah Sekolah SD/sederajat Swasta,-,-,match
R601B_4,Jarak ke Sekolah SD/sederajat terdekat,-,-,R601B_4,Jarak ke Sekolah SD/sederajat terdekat,-,-,match
R601C_2,Jumlah Sekolah SMP/sederajat Negeri,-,-,R601C_2,Jumlah Sekolah SMP/sederajat Negeri,-,-,match
R601C_3,Jumlah Sekolah SMP/sederajat Swasta,-,-,R601C_3,Jumlah Sekolah SMP/sederajat Swasta,-,-,match
R601C_4,Jarak ke Sekolah SMP/sederajat terdekat,-,-,R601C_4,Jarak ke Sekolah SMP/sederajat terdekat,-,-,match
R601D_2,Jumlah Sekolah SMU/sederajat Negeri,-,-,R601D_2,Jumlah Sekolah SMU/sederajat Negeri,-,-,match
R601D_3,Jumlah Sekolah SMU/sederajat Swasta,-,-,R601D_3,Jumlah Sekolah SMU/sederajat Swasta,-,-,match
R601D_4,Jarak ke SekolahSMU/sederajat terdekat,-,-,R601D_4,Jarak ke SekolahSMU/sederajat terdekat,-,-,match
